"cat01_code","(J315-02-2-001)新潟県地域","cat02_code","(J301-02-1-001)農林業経営体数","unit","value"
"1007","新潟県_北区_木崎村２－２","1001","農林業経営体_計","経営体","15"
"1007","新潟県_北区_木崎村２－２","1002","農林業経営体_個人経営","経営体","15"
"1007","新潟県_北区_木崎村２－２","1003","農林業経営体_団体経営","経営体","-"
"1007","新潟県_北区_木崎村２－２","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1007","新潟県_北区_木崎村２－２","1005","農業経営体_計","経営体","15"
"1007","新潟県_北区_木崎村２－２","1006","農業経営体_個人経営","経営体","15"
"1007","新潟県_北区_木崎村２－２","1007","農業経営体_団体経営","経営体","-"
"1007","新潟県_北区_木崎村２－２","1008","農業経営体_団体経営_法人経営","経営体","-"
"1007","新潟県_北区_木崎村２－２","1009","林業経営体_計","経営体","-"
"1007","新潟県_北区_木崎村２－２","1010","林業経営体_個人経営","経営体","-"
"1007","新潟県_北区_木崎村２－２","1011","林業経営体_団体経営","経営体","-"
"1007","新潟県_北区_木崎村２－２","1012","林業経営体_団体経営_法人経営","経営体","-"
"1008","新潟県_北区_葛塚町","1001","農林業経営体_計","経営体","152"
"1008","新潟県_北区_葛塚町","1002","農林業経営体_個人経営","経営体","151"
"1008","新潟県_北区_葛塚町","1003","農林業経営体_団体経営","経営体","1"
"1008","新潟県_北区_葛塚町","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1008","新潟県_北区_葛塚町","1005","農業経営体_計","経営体","152"
"1008","新潟県_北区_葛塚町","1006","農業経営体_個人経営","経営体","151"
"1008","新潟県_北区_葛塚町","1007","農業経営体_団体経営","経営体","1"
"1008","新潟県_北区_葛塚町","1008","農業経営体_団体経営_法人経営","経営体","-"
"1008","新潟県_北区_葛塚町","1009","林業経営体_計","経営体","-"
"1008","新潟県_北区_葛塚町","1010","林業経営体_個人経営","経営体","-"
"1008","新潟県_北区_葛塚町","1011","林業経営体_団体経営","経営体","-"
"1008","新潟県_北区_葛塚町","1012","林業経営体_団体経営_法人経営","経営体","-"
"1009","新潟県_北区_木崎村２－１","1001","農林業経営体_計","経営体","248"
"1009","新潟県_北区_木崎村２－１","1002","農林業経営体_個人経営","経営体","246"
"1009","新潟県_北区_木崎村２－１","1003","農林業経営体_団体経営","経営体","2"
"1009","新潟県_北区_木崎村２－１","1004","農林業経営体_団体経営_法人経営","経営体","2"
"1009","新潟県_北区_木崎村２－１","1005","農業経営体_計","経営体","248"
"1009","新潟県_北区_木崎村２－１","1006","農業経営体_個人経営","経営体","246"
"1009","新潟県_北区_木崎村２－１","1007","農業経営体_団体経営","経営体","2"
"1009","新潟県_北区_木崎村２－１","1008","農業経営体_団体経営_法人経営","経営体","2"
"1009","新潟県_北区_木崎村２－１","1009","林業経営体_計","経営体","-"
"1009","新潟県_北区_木崎村２－１","1010","林業経営体_個人経営","経営体","-"
"1009","新潟県_北区_木崎村２－１","1011","林業経営体_団体経営","経営体","-"
"1009","新潟県_北区_木崎村２－１","1012","林業経営体_団体経営_法人経営","経営体","-"
"1010","新潟県_北区_岡方村","1001","農林業経営体_計","経営体","197"
"1010","新潟県_北区_岡方村","1002","農林業経営体_個人経営","経営体","195"
"1010","新潟県_北区_岡方村","1003","農林業経営体_団体経営","経営体","2"
"1010","新潟県_北区_岡方村","1004","農林業経営体_団体経営_法人経営","経営体","2"
"1010","新潟県_北区_岡方村","1005","農業経営体_計","経営体","197"
"1010","新潟県_北区_岡方村","1006","農業経営体_個人経営","経営体","195"
"1010","新潟県_北区_岡方村","1007","農業経営体_団体経営","経営体","2"
"1010","新潟県_北区_岡方村","1008","農業経営体_団体経営_法人経営","経営体","2"
"1010","新潟県_北区_岡方村","1009","林業経営体_計","経営体","-"
"1010","新潟県_北区_岡方村","1010","林業経営体_個人経営","経営体","-"
"1010","新潟県_北区_岡方村","1011","林業経営体_団体経営","経営体","-"
"1010","新潟県_北区_岡方村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1011","新潟県_北区_長浦村","1001","農林業経営体_計","経営体","282"
"1011","新潟県_北区_長浦村","1002","農林業経営体_個人経営","経営体","280"
"1011","新潟県_北区_長浦村","1003","農林業経営体_団体経営","経営体","2"
"1011","新潟県_北区_長浦村","1004","農林業経営体_団体経営_法人経営","経営体","2"
"1011","新潟県_北区_長浦村","1005","農業経営体_計","経営体","282"
"1011","新潟県_北区_長浦村","1006","農業経営体_個人経営","経営体","280"
"1011","新潟県_北区_長浦村","1007","農業経営体_団体経営","経営体","2"
"1011","新潟県_北区_長浦村","1008","農業経営体_団体経営_法人経営","経営体","2"
"1011","新潟県_北区_長浦村","1009","林業経営体_計","経営体","-"
"1011","新潟県_北区_長浦村","1010","林業経営体_個人経営","経営体","-"
"1011","新潟県_北区_長浦村","1011","林業経営体_団体経営","経営体","-"
"1011","新潟県_北区_長浦村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1012","新潟県_東区","1001","農林業経営体_計","経営体","177"
"1012","新潟県_東区","1002","農林業経営体_個人経営","経営体","174"
"1012","新潟県_東区","1003","農林業経営体_団体経営","経営体","3"
"1012","新潟県_東区","1004","農林業経営体_団体経営_法人経営","経営体","3"
"1012","新潟県_東区","1005","農業経営体_計","経営体","177"
"1012","新潟県_東区","1006","農業経営体_個人経営","経営体","174"
"1012","新潟県_東区","1007","農業経営体_団体経営","経営体","3"
"1012","新潟県_東区","1008","農業経営体_団体経営_法人経営","経営体","3"
"1012","新潟県_東区","1009","林業経営体_計","経営体","-"
"1012","新潟県_東区","1010","林業経営体_個人経営","経営体","-"
"1012","新潟県_東区","1011","林業経営体_団体経営","経営体","-"
"1012","新潟県_東区","1012","林業経営体_団体経営_法人経営","経営体","-"
"1013","新潟県_東区_新潟市２－１","1001","農林業経営体_計","経営体","-"
"1013","新潟県_東区_新潟市２－１","1002","農林業経営体_個人経営","経営体","-"
"1013","新潟県_東区_新潟市２－１","1003","農林業経営体_団体経営","経営体","-"
"1013","新潟県_東区_新潟市２－１","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1013","新潟県_東区_新潟市２－１","1005","農業経営体_計","経営体","-"
"1013","新潟県_東区_新潟市２－１","1006","農業経営体_個人経営","経営体","-"
"1013","新潟県_東区_新潟市２－１","1007","農業経営体_団体経営","経営体","-"
"1013","新潟県_東区_新潟市２－１","1008","農業経営体_団体経営_法人経営","経営体","-"
"1013","新潟県_東区_新潟市２－１","1009","林業経営体_計","経営体","-"
"1013","新潟県_東区_新潟市２－１","1010","林業経営体_個人経営","経営体","-"
"1013","新潟県_東区_新潟市２－１","1011","林業経営体_団体経営","経営体","-"
"1013","新潟県_東区_新潟市２－１","1012","林業経営体_団体経営_法人経営","経営体","-"
"1014","新潟県_東区_石山村２－１","1001","農林業経営体_計","経営体","72"
"1014","新潟県_東区_石山村２－１","1002","農林業経営体_個人経営","経営体","72"
"1014","新潟県_東区_石山村２－１","1003","農林業経営体_団体経営","経営体","-"
"1014","新潟県_東区_石山村２－１","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1014","新潟県_東区_石山村２－１","1005","農業経営体_計","経営体","72"
"1014","新潟県_東区_石山村２－１","1006","農業経営体_個人経営","経営体","72"
"1014","新潟県_東区_石山村２－１","1007","農業経営体_団体経営","経営体","-"
"1014","新潟県_東区_石山村２－１","1008","農業経営体_団体経営_法人経営","経営体","-"
"1014","新潟県_東区_石山村２－１","1009","林業経営体_計","経営体","-"
"1014","新潟県_東区_石山村２－１","1010","林業経営体_個人経営","経営体","-"
"1014","新潟県_東区_石山村２－１","1011","林業経営体_団体経営","経営体","-"
"1014","新潟県_東区_石山村２－１","1012","林業経営体_団体経営_法人経営","経営体","-"
"1015","新潟県_東区_大形村","1001","農林業経営体_計","経営体","89"
"1015","新潟県_東区_大形村","1002","農林業経営体_個人経営","経営体","86"
"1015","新潟県_東区_大形村","1003","農林業経営体_団体経営","経営体","3"
"1015","新潟県_東区_大形村","1004","農林業経営体_団体経営_法人経営","経営体","3"
"1015","新潟県_東区_大形村","1005","農業経営体_計","経営体","89"
"1015","新潟県_東区_大形村","1006","農業経営体_個人経営","経営体","86"
"1015","新潟県_東区_大形村","1007","農業経営体_団体経営","経営体","3"
"1015","新潟県_東区_大形村","1008","農業経営体_団体経営_法人経営","経営体","3"
"1015","新潟県_東区_大形村","1009","林業経営体_計","経営体","-"
"1015","新潟県_東区_大形村","1010","林業経営体_個人経営","経営体","-"
"1015","新潟県_東区_大形村","1011","林業経営体_団体経営","経営体","-"
"1015","新潟県_東区_大形村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1016","新潟県_東区_松ヶ崎浜村２－２","1001","農林業経営体_計","経営体","16"
"1016","新潟県_東区_松ヶ崎浜村２－２","1002","農林業経営体_個人経営","経営体","16"
"1016","新潟県_東区_松ヶ崎浜村２－２","1003","農林業経営体_団体経営","経営体","-"
"1016","新潟県_東区_松ヶ崎浜村２－２","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1016","新潟県_東区_松ヶ崎浜村２－２","1005","農業経営体_計","経営体","16"
"1016","新潟県_東区_松ヶ崎浜村２－２","1006","農業経営体_個人経営","経営体","16"
"1016","新潟県_東区_松ヶ崎浜村２－２","1007","農業経営体_団体経営","経営体","-"
"1016","新潟県_東区_松ヶ崎浜村２－２","1008","農業経営体_団体経営_法人経営","経営体","-"
"1016","新潟県_東区_松ヶ崎浜村２－２","1009","林業経営体_計","経営体","-"
"1016","新潟県_東区_松ヶ崎浜村２－２","1010","林業経営体_個人経営","経営体","-"
"1016","新潟県_東区_松ヶ崎浜村２－２","1011","林業経営体_団体経営","経営体","-"
"1016","新潟県_東区_松ヶ崎浜村２－２","1012","林業経営体_団体経営_法人経営","経営体","-"
"1017","新潟県_中央区","1001","農林業経営体_計","経営体","114"
"1017","新潟県_中央区","1002","農林業経営体_個人経営","経営体","112"
"1017","新潟県_中央区","1003","農林業経営体_団体経営","経営体","2"
"1017","新潟県_中央区","1004","農林業経営体_団体経営_法人経営","経営体","2"
"1017","新潟県_中央区","1005","農業経営体_計","経営体","113"
"1017","新潟県_中央区","1006","農業経営体_個人経営","経営体","112"
"1017","新潟県_中央区","1007","農業経営体_団体経営","経営体","1"
"1017","新潟県_中央区","1008","農業経営体_団体経営_法人経営","経営体","1"
"1017","新潟県_中央区","1009","林業経営体_計","経営体","1"
"1017","新潟県_中央区","1010","林業経営体_個人経営","経営体","-"
"1017","新潟県_中央区","1011","林業経営体_団体経営","経営体","1"
"1017","新潟県_中央区","1012","林業経営体_団体経営_法人経営","経営体","1"
"1018","新潟県_中央区_新潟市２－２","1001","農林業経営体_計","経営体","-"
"1018","新潟県_中央区_新潟市２－２","1002","農林業経営体_個人経営","経営体","-"
"1018","新潟県_中央区_新潟市２－２","1003","農林業経営体_団体経営","経営体","-"
"1018","新潟県_中央区_新潟市２－２","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1018","新潟県_中央区_新潟市２－２","1005","農業経営体_計","経営体","-"
"1018","新潟県_中央区_新潟市２－２","1006","農業経営体_個人経営","経営体","-"
"1018","新潟県_中央区_新潟市２－２","1007","農業経営体_団体経営","経営体","-"
"1018","新潟県_中央区_新潟市２－２","1008","農業経営体_団体経営_法人経営","経営体","-"
"1018","新潟県_中央区_新潟市２－２","1009","林業経営体_計","経営体","-"
"1018","新潟県_中央区_新潟市２－２","1010","林業経営体_個人経営","経営体","-"
"1018","新潟県_中央区_新潟市２－２","1011","林業経営体_団体経営","経営体","-"
"1018","新潟県_中央区_新潟市２－２","1012","林業経営体_団体経営_法人経営","経営体","-"
"1019","新潟県_中央区_石山村２－２","1001","農林業経営体_計","経営体","59"
"1019","新潟県_中央区_石山村２－２","1002","農林業経営体_個人経営","経営体","59"
"1019","新潟県_中央区_石山村２－２","1003","農林業経営体_団体経営","経営体","-"
"1019","新潟県_中央区_石山村２－２","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1019","新潟県_中央区_石山村２－２","1005","農業経営体_計","経営体","59"
"1019","新潟県_中央区_石山村２－２","1006","農業経営体_個人経営","経営体","59"
"1019","新潟県_中央区_石山村２－２","1007","農業経営体_団体経営","経営体","-"
"1019","新潟県_中央区_石山村２－２","1008","農業経営体_団体経営_法人経営","経営体","-"
"1019","新潟県_中央区_石山村２－２","1009","林業経営体_計","経営体","-"
"1019","新潟県_中央区_石山村２－２","1010","林業経営体_個人経営","経営体","-"
"1019","新潟県_中央区_石山村２－２","1011","林業経営体_団体経営","経営体","-"
"1019","新潟県_中央区_石山村２－２","1012","林業経営体_団体経営_法人経営","経営体","-"
"1020","新潟県_中央区_鳥屋野村","1001","農林業経営体_計","経営体","53"
"1020","新潟県_中央区_鳥屋野村","1002","農林業経営体_個人経営","経営体","51"
"1020","新潟県_中央区_鳥屋野村","1003","農林業経営体_団体経営","経営体","2"
"1020","新潟県_中央区_鳥屋野村","1004","農林業経営体_団体経営_法人経営","経営体","2"
"1020","新潟県_中央区_鳥屋野村","1005","農業経営体_計","経営体","52"
"1020","新潟県_中央区_鳥屋野村","1006","農業経営体_個人経営","経営体","51"
"1020","新潟県_中央区_鳥屋野村","1007","農業経営体_団体経営","経営体","1"
"1020","新潟県_中央区_鳥屋野村","1008","農業経営体_団体経営_法人経営","経営体","1"
"1020","新潟県_中央区_鳥屋野村","1009","林業経営体_計","経営体","1"
"1020","新潟県_中央区_鳥屋野村","1010","林業経営体_個人経営","経営体","-"
"1020","新潟県_中央区_鳥屋野村","1011","林業経営体_団体経営","経営体","1"
"1020","新潟県_中央区_鳥屋野村","1012","林業経営体_団体経営_法人経営","経営体","1"
"1021","新潟県_中央区_曽野木村２－１－１","1001","農林業経営体_計","経営体","2"
"1021","新潟県_中央区_曽野木村２－１－１","1002","農林業経営体_個人経営","経営体","2"
"1021","新潟県_中央区_曽野木村２－１－１","1003","農林業経営体_団体経営","経営体","-"
"1021","新潟県_中央区_曽野木村２－１－１","1004","農林業経営体_団体経営_法人経営","経営体","-"
"1021","新潟県_中央区_曽野木村２－１－１","1005","農業経営体_計","経営体","2"
"1021","新潟県_中央区_曽野木村２－１－１","1006","農業経営体_個人経営","経営体","2"
"1021","新潟県_中央区_曽野木村２－１－１","1007","農業経営体_団体経営","経営体","-"
"1021","新潟県_中央区_曽野木村２－１－１","1008","農業経営体_団体経営_法人経営","経営体","-"
"1021","新潟県_中央区_曽野木村２－１－１","1009","林業経営体_計","経営体","-"
"1021","新潟県_中央区_曽野木村２－１－１","1010","林業経営体_個人経営","経営体","-"
"1021","新潟県_中央区_曽野木村２－１－１","1011","林業経営体_団体経営","経営体","-"
"1021","新潟県_中央区_曽野木村２－１－１","1012","林業経営体_団体経営_法人経営","経営体","-"
"1022","新潟県_江南区","1001","農林業経営体_計","経営体","898"
"1022","新潟県_江南区","1002","農林業経営体_個人経営","経営体","874"
"1022","新潟県_江南区","1003","農林業経営体_団体経営","経営体","24"
"1022","新潟県_江南区","1004","農林業経営体_団体経営_法人経営","経営体","22"
"1022","新潟県_江南区","1005","農業経営体_計","経営体","898"
"1022","新潟県_江南区","1006","農業経営体_個人経営","経営体","874"
"1022","新潟県_江南区","1007","農業経営体_団体経営","経営体","24"
"1022","新潟県_江南区","1008","農業経営体_団体経営_法人経営","経営体","22"
"1022","新潟県_江南区","1009","林業経営体_計","経営体","-"
"1022","新潟県_江南区","1010","林業経営体_個人経営","経営体","-"
"1022","新潟県_江南区","1011","林業経営体_団体経営","経営体","-"
"1022","新潟県_江南区","1012","林業経営体_団体経営_法人経営","経営体","-"
"1023","新潟県_江南区_大江山村","1001","農林業経営体_計","経営体","164"
"1023","新潟県_江南区_大江山村","1002","農林業経営体_個人経営","経営体","163"
"1023","新潟県_江南区_大江山村","1003","農林業経営体_団体経営","経営体","1"
"1023","新潟県_江南区_大江山村","1004","農林業経営体_団体経営_法人経営","経営体","1"
"1023","新潟県_江南区_大江山村","1005","農業経営体_計","経営体","164"
"1023","新潟県_江南区_大江山村","1006","農業経営体_個人経営","経営体","163"
"1023","新潟県_江南区_大江山村","1007","農業経営体_団体経営","経営体","1"
"1023","新潟県_江南区_大江山村","1008","農業経営体_団体経営_法人経営","経営体","1"
"1023","新潟県_江南区_大江山村","1009","林業経営体_計","経営体","-"
"1023","新潟県_江南区_大江山村","1010","林業経営体_個人経営","経営体","-"
"1023","新潟県_江南区_大江山村","1011","林業経営体_団体経営","経営体","-"
"1023","新潟県_江南区_大江山村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1024","新潟県_江南区_曽野木村２－１－２","1001","農林業経営体_計","経営体","171"
"1024","新潟県_江南区_曽野木村２－１－２","1002","農林業経営体_個人経営","経営体","167"
"1024","新潟県_江南区_曽野木村２－１－２","1003","農林業経営体_団体経営","経営体","4"
"1024","新潟県_江南区_曽野木村２－１－２","1004","農林業経営体_団体経営_法人経営","経営体","4"
"1024","新潟県_江南区_曽野木村２－１－２","1005","農業経営体_計","経営体","171"
"1024","新潟県_江南区_曽野木村２－１－２","1006","農業経営体_個人経営","経営体","167"
"1024","新潟県_江南区_曽野木村２－１－２","1007","農業経営体_団体経営","経営体","4"
"1024","新潟県_江南区_曽野木村２－１－２","1008","農業経営体_団体経営_法人経営","経営体","4"
"1024","新潟県_江南区_曽野木村２－１－２","1009","林業経営体_計","経営体","-"
"1024","新潟県_江南区_曽野木村２－１－２","1010","林業経営体_個人経営","経営体","-"
"1024","新潟県_江南区_曽野木村２－１－２","1011","林業経営体_団体経営","経営体","-"
"1024","新潟県_江南区_曽野木村２－１－２","1012","林業経営体_団体経営_法人経営","経営体","-"
"1025","新潟県_江南区_両川村","1001","農林業経営体_計","経営体","131"
"1025","新潟県_江南区_両川村","1002","農林業経営体_個人経営","経営体","129"
"1025","新潟県_江南区_両川村","1003","農林業経営体_団体経営","経営体","2"
"1025","新潟県_江南区_両川村","1004","農林業経営体_団体経営_法人経営","経営体","2"
"1025","新潟県_江南区_両川村","1005","農業経営体_計","経営体","131"
"1025","新潟県_江南区_両川村","1006","農業経営体_個人経営","経営体","129"
"1025","新潟県_江南区_両川村","1007","農業経営体_団体経営","経営体","2"
"1025","新潟県_江南区_両川村","1008","農業経営体_団体経営_法人経営","経営体","2"
"1025","新潟県_江南区_両川村","1009","林業経営体_計","経営体","-"
"1025","新潟県_江南区_両川村","1010","林業経営体_個人経営","経営体","-"
"1025","新潟県_江南区_両川村","1011","林業経営体_団体経営","経営体","-"
"1025","新潟県_江南区_両川村","1012","林業経営体_団体経営_法人経営","経営体","-"
"1026","新潟県_江南区_横越町","1001","農林業経営体_計","経営体","276"
"1026","新潟県_江南区_横越町","1002","農林業経営体_個人経営","経営体","267"
"1026","新潟県_江南区_横越町","1003","農林業経営体_団体経営","経営体","9"
"1026","新潟県_江南区_横越町","1004","農林業経営体_団体経営_法人経営","経営体","7"
"1026","新潟県_江南区_横越町","1005","農業経営体_計","経営体","276"
"1026","新潟県_江南区_横越町","1006","農業経営体_個人経営","経営体","267"
"1026","新潟県_江南区_横越町","1007","農業経営体_団体経営","経営体","9"
"1026","新潟県_江南区_横越町","1008","農業経営体_団体経営_法人経営","経営体","7"
"1026","新潟県_江南区_横越町","1009","林業経営体_計","経営体","-"
"1026","新潟県_江南区_横越町","1010","林業経営体_個人経営","経営体","-"
"1026","新潟県_江南区_横越町","1011","林業経営体_団体経営","経営体","-"
"1026","新潟県_江南区_横越町","1012","林業経営体_団体経営_法人経営","経営体","-"
"1027","新潟県_江南区_亀田町","1001","農林業経営体_計","経営体","156"
"1027","新潟県_江南区_亀田町","1002","農林業経営体_個人経営","経営体","148"
"1027","新潟県_江南区_亀田町","1003","農林業経営体_団体経営","経営体","8"
"1027","新潟県_江南区_亀田町","1004","農林業経営体_団体経営_法人経営","経営体","8"
"1027","新潟県_江南区_亀田町","1005","農業経営体_計","経営体","156"
"1027","新潟県_江南区_亀田町","1006","農業経営体_個人経営","経営体","148"
"1027","新潟県_江南区_亀田町","1007","農業経営体_団体経営","経営体","8"
"1027","新潟県_江南区_亀田町","1008","農業経営体_団体経営_法人経営","経営体","8"
"1027","新潟県_江南区_亀田町","1009","林業経営体_計","経営体","-"
"1027","新潟県_江南区_亀田町","1010","林業経営体_個人経営","経営体","-"
"1027","新潟県_江南区_亀田町","1011","林業経営体_団体経営","経営体","-"
"1027","新潟県_江南区_亀田町","1012","林業経営体_団体経営_法人経営","経営体","-"
"1028","新潟県_秋葉区","1001","農林業経営体_計","経営体","834"
"1028","新潟県_秋葉区","1002","農林業経営体_個人経営","経営体","811"
"1028","新潟県_秋葉区","1003","農林業経営体_団体経営","経営体","23"
"1028","新潟県_秋葉区","1004","農林業経営体_団体経営_法人経営","経営体","20"
"1028","新潟県_秋葉区","1005","農業経営体_計","経営体","834"
"1028","新潟県_秋葉区","1006","農業経営体_個人経営","経営体","811"
"1028","新潟県_秋葉区","1007","農業経営体_団体経営","経営体","23"
"1028","新潟県_秋葉区","1008","農業経営体_団体経営_法人経営","経営体","20"
"1028","新潟県_秋葉区","1009","林業経営体_計","経営体","1"
"1028","新潟県_秋葉区","1010","林業経営体_個人経営","経営体","1"
"1028","新潟県_秋葉区","1011","林業経営体_団体経営","経営体","-"
"1028","新潟県_秋葉区","1012","林業経営体_団体経営_法人経営","経営体","-"
"1029","新潟県_秋葉区_新津町","1001","農林業経営体_計","経営体","318"
"1029","新潟県_秋葉区_新津町","1002","農林業経営体_個人経営","経営体","312"
"1029","新潟県_秋葉区_新津町","1003","農林業経営体_団体経営","経営体","6"
"1029","新潟県_秋葉区_新津町","1004","農林業経営体_団体経営_法人経営","経営体","4"
"1029","新潟県_秋葉区_新津町","1005","農業経営体_計","経営体","318"
"1029","新潟県_秋葉区_新津町","1006","農業経営体_個人経営","経営体","312"
"1029","新潟県_秋葉区_新津町","1007","農業経営体_団体経営","経営体","6"
"1029","新潟県_秋葉区_新津町","1008","農業経営体_団体経営_法人経営","経営体","4"
"1029","新潟県_秋葉区_新津町","1009","林業経営体_計","経営体","-"
"1029","新潟県_秋葉区_新津町","1010","林業経営体_個人経営","経営体","-"
"1029","新潟県_秋葉区_新津町","1011","林業経営体_団体経営","経営体","-"
"1029","新潟県_秋葉区_新津町","1012","林業経営体_団体経営_法人経営","経営体","-"
"1030","新潟県_秋葉区_金津村","1001","農林業経営体_計","経営体","67"
